date,product_id,product_name,category,units_sold,current_stock,reorder_threshold,price,stock_status,days_until_stockout
2024-06-22,ELEC012,PlayStation 5,Gaming,3,58,35,499.99,In Stock,19
2024-06-22,ELEC013,Canon EOS R7,Cameras,1,68,15,1499.99,In Stock,68
2024-06-22,ELEC014,DJI Mini 3 Pro,Drones,0,45,23,759.99,In Stock,999
2024-06-22,ELEC015,Ring Video Doorbell,Smart Home,7,5,19,99.99,Low Stock,0
2024-06-23,ELEC001,iPhone 15 Pro,Smartphones,2,92,15,999.99,In Stock,46
2024-06-23,ELEC002,Samsung Galaxy S24,Smartphones,2,55,24,899.99,In Stock,27
2024-06-23,ELEC003,MacBook Air M2,Laptops,2,36,32,1199.99,In Stock,18
2024-06-23,ELEC004,Dell XPS 13,Laptops,2,74,15,999.99,In Stock,37
2024-06-23,ELEC005,iPad Air,Tablets,2,44,27,599.99,In Stock,22
2024-06-23,ELEC006,Samsung Galaxy Tab S9,Tablets,3,56,23,649.99,In Stock,18
2024-06-23,ELEC007,AirPods Pro,Audio,9,5,27,249.99,Low Stock,0
2024-06-23,ELEC008,Sony WH-1000XM5,Audio,5,23,24,349.99,Low Stock,4
2024-06-23,ELEC009,Apple Watch Series 9,Wearables,4,60,27,399.99,In Stock,15
2024-06-23,ELEC010,Samsung Galaxy Watch 6,Wearables,9,48,39,349.99,In Stock,5
2024-06-23,ELEC011,Nintendo Switch OLED,Gaming,8,13,19,349.99,Low Stock,1
2024-06-23,ELEC012,PlayStation 5,Gaming,4,54,35,499.99,In Stock,13
2024-06-23,ELEC013,Canon EOS R7,Cameras,1,67,15,1499.99,In Stock,67
2024-06-23,ELEC014,DJI Mini 3 Pro,Drones,2,43,23,759.99,In Stock,21
2024-06-23,ELEC015,Ring Video Doorbell,Smart Home,0,5,19,99.99,Low Stock,999
2024-06-24,ELEC001,iPhone 15 Pro,Smartphones,3,89,15,999.99,In Stock,29
2024-06-24,ELEC002,Samsung Galaxy S24,Smartphones,0,55,24,899.99,In Stock,999
2024-06-24,ELEC003,MacBook Air M2,Laptops,1,35,32,1199.99,In Stock,35
2024-06-24,ELEC004,Dell XPS 13,Laptops,1,73,15,999.99,In Stock,73
2024-06-24,ELEC005,iPad Air,Tablets,5,39,27,599.99,In Stock,7
2024-06-24,ELEC006,Samsung Galaxy Tab S9,Tablets,3,53,23,649.99,In Stock,17
2024-06-24,ELEC007,AirPods Pro,Audio,6,54,27,249.99,In Stock,9
2024-06-24,ELEC008,Sony WH-1000XM5,Audio,4,60,24,349.99,In Stock,15
2024-06-24,ELEC009,Apple Watch Series 9,Wearables,3,57,27,399.99,In Stock,19
2024-06-24,ELEC010,Samsung Galaxy Watch 6,Wearables,4,44,39,349.99,In Stock,11
2024-06-24,ELEC011,Nintendo Switch OLED,Gaming,0,13,19,349.99,Low Stock,999
2024-06-24,ELEC012,PlayStation 5,Gaming,10,44,35,499.99,In Stock,4
2024-06-24,ELEC013,Canon EOS R7,Cameras,1,66,15,1499.99,In Stock,66
2024-06-24,ELEC014,DJI Mini 3 Pro,Drones,3,40,23,759.99,In Stock,13
2024-06-24,ELEC015,Ring Video Doorbell,Smart Home,2,3,19,99.99,Low Stock,1
2024-06-25,ELEC001,iPhone 15 Pro,Smartphones,3,86,15,999.99,In Stock,28
2024-06-25,ELEC002,Samsung Galaxy S24,Smartphones,4,51,24,899.99,In Stock,12
2024-06-25,ELEC003,MacBook Air M2,Laptops,1,34,32,1199.99,In Stock,34
2024-06-25,ELEC004,Dell XPS 13,Laptops,2,71,15,999.99,In Stock,35
2024-06-25,ELEC005,iPad Air,Tablets,3,36,27,599.99,In Stock,12
2024-06-25,ELEC006,Samsung Galaxy Tab S9,Tablets,3,50,23,649.99,In Stock,16
2024-06-25,ELEC007,AirPods Pro,Audio,5,49,27,249.99,In Stock,9
2024-06-25,ELEC008,Sony WH-1000XM5,Audio,5,55,24,349.99,In Stock,11
2024-06-25,ELEC009,Apple Watch Series 9,Wearables,11,46,27,399.99,In Stock,4
2024-06-25,ELEC010,Samsung Galaxy Watch 6,Wearables,5,39,39,349.99,Low Stock,7
2024-06-25,ELEC011,Nintendo Switch OLED,Gaming,6,7,19,349.99,Low Stock,1
2024-06-25,ELEC012,PlayStation 5,Gaming,1,43,35,499.99,In Stock,43
2024-06-25,ELEC013,Canon EOS R7,Cameras,1,65,15,1499.99,In Stock,65
2024-06-25,ELEC014,DJI Mini 3 Pro,Drones,1,39,23,759.99,In Stock,39
2024-06-25,ELEC015,Ring Video Doorbell,Smart Home,5,0,19,99.99,Low Stock,0
2024-06-26,ELEC001,iPhone 15 Pro,Smartphones,3,83,15,999.99,In Stock,27
2024-06-26,ELEC002,Samsung Galaxy S24,Smartphones,3,48,24,899.99,In Stock,16
2024-06-26,ELEC003,MacBook Air M2,Laptops,1,33,32,1199.99,In Stock,33
2024-06-26,ELEC004,Dell XPS 13,Laptops,1,70,15,999.99,In Stock,70
2024-06-26,ELEC005,iPad Air,Tablets,1,35,27,599.99,In Stock,35
2024-06-26,ELEC006,Samsung Galaxy Tab S9,Tablets,2,48,23,649.99,In Stock,24
2024-06-26,ELEC007,AirPods Pro,Audio,8,41,27,249.99,In Stock,5
2024-06-26,ELEC008,Sony WH-1000XM5,Audio,0,55,24,349.99,In Stock,999
2024-06-26,ELEC009,Apple Watch Series 9,Wearables,3,43,27,399.99,In Stock,14
2024-06-26,ELEC010,Samsung Galaxy Watch 6,Wearables,1,38,39,349.99,Low Stock,38
2024-06-26,ELEC011,Nintendo Switch OLED,Gaming,0,52,19,349.99,In Stock,999
2024-06-26,ELEC012,PlayStation 5,Gaming,5,38,35,499.99,In Stock,7
2024-06-26,ELEC013,Canon EOS R7,Cameras,2,63,15,1499.99,In Stock,31
2024-06-26,ELEC014,DJI Mini 3 Pro,Drones,2,37,23,759.99,In Stock,18
2024-06-26,ELEC015,Ring Video Doorbell,Smart Home,5,0,19,99.99,Low Stock,0
2024-06-27,ELEC001,iPhone 15 Pro,Smartphones,2,81,15,999.99,In Stock,40
2024-06-27,ELEC002,Samsung Galaxy S24,Smartphones,2,46,24,899.99,In Stock,23
2024-06-27,ELEC003,MacBook Air M2,Laptops,0,33,32,1199.99,In Stock,999
2024-06-27,ELEC004,Dell XPS 13,Laptops,1,69,15,999.99,In Stock,69
2024-06-27,ELEC005,iPad Air,Tablets,5,30,27,599.99,In Stock,6
2024-06-27,ELEC006,Samsung Galaxy Tab S9,Tablets,3,45,23,649.99,In Stock,15
2024-06-27,ELEC007,AirPods Pro,Audio,5,36,27,249.99,In Stock,7
2024-06-27,ELEC008,Sony WH-1000XM5,Audio,3,52,24,349.99,In Stock,17
2024-06-27,ELEC009,Apple Watch Series 9,Wearables,9,34,27,399.99,In Stock,3
2024-06-27,ELEC010,Samsung Galaxy Watch 6,Wearables,2,111,39,349.99,In Stock,55
2024-06-27,ELEC011,Nintendo Switch OLED,Gaming,5,47,19,349.99,In Stock,9
2024-06-27,ELEC012,PlayStation 5,Gaming,3,35,35,499.99,Low Stock,11
2024-06-27,ELEC013,Canon EOS R7,Cameras,1,62,15,1499.99,In Stock,62
2024-06-27,ELEC014,DJI Mini 3 Pro,Drones,0,37,23,759.99,In Stock,999
2024-06-27,ELEC015,Ring Video Doorbell,Smart Home,2,44,19,99.99,In Stock,22
2024-06-28,ELEC001,iPhone 15 Pro,Smartphones,3,78,15,999.99,In Stock,26
2024-06-28,ELEC002,Samsung Galaxy S24,Smartphones,2,44,24,899.99,In Stock,22
2024-06-28,ELEC003,MacBook Air M2,Laptops,1,32,32,1199.99,Low Stock,32
2024-06-28,ELEC004,Dell XPS 13,Laptops,0,69,15,999.99,In Stock,999
2024-06-28,ELEC005,iPad Air,Tablets,3,27,27,599.99,Low Stock,9
2024-06-28,ELEC006,Samsung Galaxy Tab S9,Tablets,4,41,23,649.99,In Stock,10
2024-06-28,ELEC007,AirPods Pro,Audio,7,29,27,249.99,In Stock,4
2024-06-28,ELEC008,Sony WH-1000XM5,Audio,1,51,24,349.99,In Stock,51
2024-06-28,ELEC009,Apple Watch Series 9,Wearables,5,29,27,399.99,In Stock,5
2024-06-28,ELEC010,Samsung Galaxy Watch 6,Wearables,2,109,39,349.99,In Stock,54
2024-06-28,ELEC011,Nintendo Switch OLED,Gaming,10,37,19,349.99,In Stock,3
2024-06-28,ELEC012,PlayStation 5,Gaming,4,31,35,499.99,Low Stock,7
2024-06-28,ELEC013,Canon EOS R7,Cameras,0,62,15,1499.99,In Stock,999
2024-06-28,ELEC014,DJI Mini 3 Pro,Drones,4,33,23,759.99,In Stock,8
2024-06-28,ELEC015,Ring Video Doorbell,Smart Home,3,41,19,99.99,In Stock,13
2024-06-29,ELEC001,iPhone 15 Pro,Smartphones,3,75,15,999.99,In Stock,25
2024-06-29,ELEC002,Samsung Galaxy S24,Smartphones,2,42,24,899.99,In Stock,21
2024-06-29,ELEC003,MacBook Air M2,Laptops,2,101,32,1199.99,In Stock,50
2024-06-29,ELEC004,Dell XPS 13,Laptops,2,67,15,999.99,In Stock,33
2024-06-29,ELEC005,iPad Air,Tablets,3,63,27,599.99,In Stock,21
2024-06-29,ELEC006,Samsung Galaxy Tab S9,Tablets,2,39,23,649.99,In Stock,19
2024-06-29,ELEC007,AirPods Pro,Audio,15,14,27,249.99,Low Stock,0
2024-06-29,ELEC008,Sony WH-1000XM5,Audio,3,48,24,349.99,In Stock,16
2024-06-29,ELEC009,Apple Watch Series 9,Wearables,5,24,27,399.99,Low Stock,4
2024-06-29,ELEC010,Samsung Galaxy Watch 6,Wearables,5,104,39,349.99,In Stock,20
2024-06-29,ELEC011,Nintendo Switch OLED,Gaming,3,34,19,349.99,In Stock,11
2024-06-29,ELEC012,PlayStation 5,Gaming,12,19,35,499.99,Low Stock,1
2024-06-29,ELEC013,Canon EOS R7,Cameras,1,61,15,1499.99,In Stock,61
2024-06-29,ELEC014,DJI Mini 3 Pro,Drones,0,33,23,759.99,In Stock,999
2024-06-29,ELEC015,Ring Video Doorbell,Smart Home,4,37,19,99.99,In Stock,9
2024-06-30,ELEC001,iPhone 15 Pro,Smartphones,5,70,15,999.99,In Stock,14
2024-06-30,ELEC002,Samsung Galaxy S24,Smartphones,5,37,24,899.99,In Stock,7
2024-06-30,ELEC003,MacBook Air M2,Laptops,2,99,32,1199.99,In Stock,49
2024-06-30,ELEC004,Dell XPS 13,Laptops,1,66,15,999.99,In Stock,66
2024-06-30,ELEC005,iPad Air,Tablets,10,53,27,599.99,In Stock,5
2024-06-30,ELEC006,Samsung Galaxy Tab S9,Tablets,1,38,23,649.99,In Stock,38
2024-06-30,ELEC007,AirPods Pro,Audio,10,4,27,249.99,Low Stock,0
2024-06-30,ELEC008,Sony WH-1000XM5,Audio,4,44,24,349.99,In Stock,11
2024-06-30,ELEC009,Apple Watch Series 9,Wearables,3,76,27,399.99,In Stock,25
2024-06-30,ELEC010,Samsung Galaxy Watch 6,Wearables,5,99,39,349.99,In Stock,19
2024-06-30,ELEC011,Nintendo Switch OLED,Gaming,1,33,19,349.99,In Stock,33
2024-06-30,ELEC012,PlayStation 5,Gaming,6,66,35,499.99,In Stock,11
2024-06-30,ELEC013,Canon EOS R7,Cameras,1,60,15,1499.99,In Stock,60
2024-06-30,ELEC014,DJI Mini 3 Pro,Drones,4,29,23,759.99,In Stock,7
2024-06-30,ELEC015,Ring Video Doorbell,Smart Home,8,29,19,99.99,In Stock,3
2024-07-01,ELEC001,iPhone 15 Pro,Smartphones,3,67,15,999.99,In Stock,22
2024-07-01,ELEC002,Samsung Galaxy S24,Smartphones,1,36,24,899.99,In Stock,36
2024-07-01,ELEC003,MacBook Air M2,Laptops,1,98,32,1199.99,In Stock,98
2024-07-01,ELEC004,Dell XPS 13,Laptops,0,66,15,999.99,In Stock,999
2024-07-01,ELEC005,iPad Air,Tablets,0,53,27,599.99,In Stock,999
2024-07-01,ELEC006,Samsung Galaxy Tab S9,Tablets,2,36,23,649.99,In Stock,18
2024-07-01,ELEC007,AirPods Pro,Audio,9,0,27,249.99,Low Stock,0
2024-07-01,ELEC008,Sony WH-1000XM5,Audio,3,41,24,349.99,In Stock,13
2024-07-01,ELEC009,Apple Watch Series 9,Wearables,4,72,27,399.99,In Stock,18
2024-07-01,ELEC010,Samsung Galaxy Watch 6,Wearables,4,95,39,349.99,In Stock,23
2024-07-01,ELEC011,Nintendo Switch OLED,Gaming,0,33,19,349.99,In Stock,999
2024-07-01,ELEC012,PlayStation 5,Gaming,7,59,35,499.99,In Stock,8
2024-07-01,ELEC013,Canon EOS R7,Cameras,1,59,15,1499.99,In Stock,59
2024-07-01,ELEC014,DJI Mini 3 Pro,Drones,2,27,23,759.99,In Stock,13
2024-07-01,ELEC015,Ring Video Doorbell,Smart Home,3,26,19,99.99,In Stock,8
2024-07-02,ELEC001,iPhone 15 Pro,Smartphones,3,64,15,999.99,In Stock,21
2024-07-02,ELEC002,Samsung Galaxy S24,Smartphones,2,34,24,899.99,In Stock,17
2024-07-02,ELEC003,MacBook Air M2,Laptops,2,96,32,1199.99,In Stock,48
2024-07-02,ELEC004,Dell XPS 13,Laptops,0,66,15,999.99,In Stock,999
2024-07-02,ELEC005,iPad Air,Tablets,2,51,27,599.99,In Stock,25
2024-07-02,ELEC006,Samsung Galaxy Tab S9,Tablets,3,33,23,649.99,In Stock,11
2024-07-02,ELEC007,AirPods Pro,Audio,0,73,27,249.99,In Stock,999
2024-07-02,ELEC008,Sony WH-1000XM5,Audio,3,38,24,349.99,In Stock,12
2024-07-02,ELEC009,Apple Watch Series 9,Wearables,6,66,27,399.99,In Stock,11
2024-07-02,ELEC010,Samsung Galaxy Watch 6,Wearables,3,92,39,349.99,In Stock,30
2024-07-02,ELEC011,Nintendo Switch OLED,Gaming,6,27,19,349.99,In Stock,4
2024-07-02,ELEC012,PlayStation 5,Gaming,5,54,35,499.99,In Stock,10
2024-07-02,ELEC013,Canon EOS R7,Cameras,0,59,15,1499.99,In Stock,999
2024-07-02,ELEC014,DJI Mini 3 Pro,Drones,3,24,23,759.99,In Stock,8
2024-07-02,ELEC015,Ring Video Doorbell,Smart Home,6,20,19,99.99,In Stock,3
2024-07-03,ELEC001,iPhone 15 Pro,Smartphones,3,61,15,999.99,In Stock,20
2024-07-03,ELEC002,Samsung Galaxy S24,Smartphones,2,32,24,899.99,In Stock,16
2024-07-03,ELEC003,MacBook Air M2,Laptops,1,95,32,1199.99,In Stock,95
2024-07-03,ELEC004,Dell XPS 13,Laptops,1,65,15,999.99,In Stock,65
2024-07-03,ELEC005,iPad Air,Tablets,3,48,27,599.99,In Stock,16
2024-07-03,ELEC006,Samsung Galaxy Tab S9,Tablets,1,32,23,649.99,In Stock,32
2024-07-03,ELEC007,AirPods Pro,Audio,13,60,27,249.99,In Stock,4
2024-07-03,ELEC008,Sony WH-1000XM5,Audio,2,36,24,349.99,In Stock,18
2024-07-03,ELEC009,Apple Watch Series 9,Wearables,0,66,27,399.99,In Stock,999
2024-07-03,ELEC010,Samsung Galaxy Watch 6,Wearables,6,86,39,349.99,In Stock,14
2024-07-03,ELEC011,Nintendo Switch OLED,Gaming,6,21,19,349.99,In Stock,3
2024-07-03,ELEC012,PlayStation 5,Gaming,4,50,35,499.99,In Stock,12
2024-07-03,ELEC013,Canon EOS R7,Cameras,1,58,15,1499.99,In Stock,58
2024-07-03,ELEC014,DJI Mini 3 Pro,Drones,0,24,23,759.99,In Stock,999
2024-07-03,ELEC015,Ring Video Doorbell,Smart Home,5,15,19,99.99,Low Stock,3
2024-07-04,ELEC001,iPhone 15 Pro,Smartphones,2,59,15,999.99,In Stock,29
2024-07-04,ELEC002,Samsung Galaxy S24,Smartphones,5,27,24,899.99,In Stock,5
2024-07-04,ELEC003,MacBook Air M2,Laptops,2,93,32,1199.99,In Stock,46
2024-07-04,ELEC004,Dell XPS 13,Laptops,0,65,15,999.99,In Stock,999
2024-07-04,ELEC005,iPad Air,Tablets,6,42,27,599.99,In Stock,7
2024-07-04,ELEC006,Samsung Galaxy Tab S9,Tablets,3,29,23,649.99,In Stock,9
2024-07-04,ELEC007,AirPods Pro,Audio,0,60,27,249.99,In Stock,999
2024-07-04,ELEC008,Sony WH-1000XM5,Audio,3,33,24,349.99,In Stock,11
2024-07-04,ELEC009,Apple Watch Series 9,Wearables,1,65,27,399.99,In Stock,65
2024-07-04,ELEC010,Samsung Galaxy Watch 6,Wearables,3,83,39,349.99,In Stock,27
2024-07-04,ELEC011,Nintendo Switch OLED,Gaming,9,12,19,349.99,Low Stock,1
2024-07-04,ELEC012,PlayStation 5,Gaming,5,45,35,499.99,In Stock,9
2024-07-04,ELEC013,Canon EOS R7,Cameras,1,57,15,1499.99,In Stock,57
2024-07-04,ELEC014,DJI Mini 3 Pro,Drones,1,23,23,759.99,Low Stock,23
2024-07-04,ELEC015,Ring Video Doorbell,Smart Home,2,13,19,99.99,Low Stock,6
2024-07-05,ELEC001,iPhone 15 Pro,Smartphones,2,57,15,999.99,In Stock,28
2024-07-05,ELEC002,Samsung Galaxy S24,Smartphones,2,25,24,899.99,In Stock,12
2024-07-05,ELEC003,MacBook Air M2,Laptops,1,92,32,1199.99,In Stock,92
2024-07-05,ELEC004,Dell XPS 13,Laptops,0,65,15,999.99,In Stock,999
2024-07-05,ELEC005,iPad Air,Tablets,0,42,27,599.99,In Stock,999
2024-07-05,ELEC006,Samsung Galaxy Tab S9,Tablets,2,27,23,649.99,In Stock,13
2024-07-05,ELEC007,AirPods Pro,Audio,9,51,27,249.99,In Stock,5
2024-07-05,ELEC008,Sony WH-1000XM5,Audio,2,31,24,349.99,In Stock,15
2024-07-05,ELEC009,Apple Watch Series 9,Wearables,6,59,27,399.99,In Stock,9
2024-07-05,ELEC010,Samsung Galaxy Watch 6,Wearables,4,79,39,349.99,In Stock,19
2024-07-05,ELEC011,Nintendo Switch OLED,Gaming,3,9,19,349.99,Low Stock,3
2024-07-05,ELEC012,PlayStation 5,Gaming,7,38,35,499.99,In Stock,5
2024-07-05,ELEC013,Canon EOS R7,Cameras,1,56,15,1499.99,In Stock,56
2024-07-05,ELEC014,DJI Mini 3 Pro,Drones,2,21,23,759.99,Low Stock,10
2024-07-05,ELEC015,Ring Video Doorbell,Smart Home,6,7,19,99.99,Low Stock,1
2024-07-06,ELEC001,iPhone 15 Pro,Smartphones,0,57,15,999.99,In Stock,999
2024-07-06,ELEC002,Samsung Galaxy S24,Smartphones,9,63,24,899.99,In Stock,7
2024-07-06,ELEC003,MacBook Air M2,Laptops,2,90,32,1199.99,In Stock,45
2024-07-06,ELEC004,Dell XPS 13,Laptops,0,65,15,999.99,In Stock,999
2024-07-06,ELEC005,iPad Air,Tablets,3,39,27,599.99,In Stock,13
2024-07-06,ELEC006,Samsung Galaxy Tab S9,Tablets,4,23,23,649.99,Low Stock,5
2024-07-06,ELEC007,AirPods Pro,Audio,7,44,27,249.99,In Stock,6
2024-07-06,ELEC008,Sony WH-1000XM5,Audio,4,27,24,349.99,In Stock,6
2024-07-06,ELEC009,Apple Watch Series 9,Wearables,4,55,27,399.99,In Stock,13
2024-07-06,ELEC010,Samsung Galaxy Watch 6,Wearables,1,78,39,349.99,In Stock,78
2024-07-06,ELEC011,Nintendo Switch OLED,Gaming,0,9,19,349.99,Low Stock,999
2024-07-06,ELEC012,PlayStation 5,Gaming,3,35,35,499.99,Low Stock,11
2024-07-06,ELEC013,Canon EOS R7,Cameras,1,55,15,1499.99,In Stock,55
2024-07-06,ELEC014,DJI Mini 3 Pro,Drones,3,72,23,759.99,In Stock,24
2024-07-06,ELEC015,Ring Video Doorbell,Smart Home,6,1,19,99.99,Low Stock,0
2024-07-07,ELEC001,iPhone 15 Pro,Smartphones,5,52,15,999.99,In Stock,10
2024-07-07,ELEC002,Samsung Galaxy S24,Smartphones,5,58,24,899.99,In Stock,11
2024-07-07,ELEC003,MacBook Air M2,Laptops,2,88,32,1199.99,In Stock,44
2024-07-07,ELEC004,Dell XPS 13,Laptops,1,64,15,999.99,In Stock,64
2024-07-07,ELEC005,iPad Air,Tablets,5,34,27,599.99,In Stock,6
2024-07-07,ELEC006,Samsung Galaxy Tab S9,Tablets,4,89,23,649.99,In Stock,22
2024-07-07,ELEC007,AirPods Pro,Audio,3,41,27,249.99,In Stock,13
2024-07-07,ELEC008,Sony WH-1000XM5,Audio,4,23,24,349.99,Low Stock,5
2024-07-07,ELEC009,Apple Watch Series 9,Wearables,6,49,27,399.99,In Stock,8
2024-07-07,ELEC010,Samsung Galaxy Watch 6,Wearables,4,74,39,349.99,In Stock,18
2024-07-07,ELEC011,Nintendo Switch OLED,Gaming,7,50,19,349.99,In Stock,7
2024-07-07,ELEC012,PlayStation 5,Gaming,6,29,35,499.99,Low Stock,4
2024-07-07,ELEC013,Canon EOS R7,Cameras,2,53,15,1499.99,In Stock,26
2024-07-07,ELEC014,DJI Mini 3 Pro,Drones,1,71,23,759.99,In Stock,71
2024-07-07,ELEC015,Ring Video Doorbell,Smart Home,3,0,19,99.99,Low Stock,0
2024-07-08,ELEC001,iPhone 15 Pro,Smartphones,3,49,15,999.99,In Stock,16
2024-07-08,ELEC002,Samsung Galaxy S24,Smartphones,3,55,24,899.99,In Stock,18
2024-07-08,ELEC003,MacBook Air M2,Laptops,1,87,32,1199.99,In Stock,87
2024-07-08,ELEC004,Dell XPS 13,Laptops,1,63,15,999.99,In Stock,63
2024-07-08,ELEC005,iPad Air,Tablets,5,29,27,599.99,In Stock,5
2024-07-08,ELEC006,Samsung Galaxy Tab S9,Tablets,3,86,23,649.99,In Stock,28
2024-07-08,ELEC007,AirPods Pro,Audio,8,33,27,249.99,In Stock,4
2024-07-08,ELEC008,Sony WH-1000XM5,Audio,4,19,24,349.99,Low Stock,4
2024-07-08,ELEC009,Apple Watch Series 9,Wearables,8,41,27,399.99,In Stock,5
2024-07-08,ELEC010,Samsung Galaxy Watch 6,Wearables,0,74,39,349.99,In Stock,999
2024-07-08,ELEC011,Nintendo Switch OLED,Gaming,4,46,19,349.99,In Stock,11
2024-07-08,ELEC012,PlayStation 5,Gaming,4,60,35,499.99,In Stock,15
2024-07-08,ELEC013,Canon EOS R7,Cameras,1,52,15,1499.99,In Stock,52
2024-07-08,ELEC014,DJI Mini 3 Pro,Drones,2,69,23,759.99,In Stock,34
2024-07-08,ELEC015,Ring Video Doorbell,Smart Home,2,0,19,99.99,Low Stock,0
2024-07-09,ELEC001,iPhone 15 Pro,Smartphones,3,46,15,999.99,In Stock,15
2024-07-09,ELEC002,Samsung Galaxy S24,Smartphones,0,55,24,899.99,In Stock,999
2024-07-09,ELEC003,MacBook Air M2,Laptops,1,86,32,1199.99,In Stock,86
2024-07-09,ELEC004,Dell XPS 13,Laptops,1,62,15,999.99,In Stock,62
2024-07-09,ELEC005,iPad Air,Tablets,2,27,27,599.99,Low Stock,13
2024-07-09,ELEC006,Samsung Galaxy Tab S9,Tablets,1,85,23,649.99,In Stock,85
2024-07-09,ELEC007,AirPods Pro,Audio,9,24,27,249.99,Low Stock,2
2024-07-09,ELEC008,Sony WH-1000XM5,Audio,2,17,24,349.99,Low Stock,8
2024-07-09,ELEC009,Apple Watch Series 9,Wearables,4,37,27,399.99,In Stock,9
2024-07-09,ELEC010,Samsung Galaxy Watch 6,Wearables,4,70,39,349.99,In Stock,17
2024-07-09,ELEC011,Nintendo Switch OLED,Gaming,1,45,19,349.99,In Stock,45
2024-07-09,ELEC012,PlayStation 5,Gaming,5,55,35,499.99,In Stock,11
2024-07-09,ELEC013,Canon EOS R7,Cameras,0,52,15,1499.99,In Stock,999
2024-07-09,ELEC014,DJI Mini 3 Pro,Drones,0,69,23,759.99,In Stock,999
2024-07-09,ELEC015,Ring Video Doorbell,Smart Home,5,0,19,99.99,Low Stock,0
2024-07-10,ELEC001,iPhone 15 Pro,Smartphones,2,44,15,999.99,In Stock,22
2024-07-10,ELEC002,Samsung Galaxy S24,Smartphones,2,53,24,899.99,In Stock,26
2024-07-10,ELEC003,MacBook Air M2,Laptops,1,85,32,1199.99,In Stock,85
2024-07-10,ELEC004,Dell XPS 13,Laptops,1,61,15,999.99,In Stock,61
2024-07-10,ELEC005,iPad Air,Tablets,4,23,27,599.99,Low Stock,5
2024-07-10,ELEC006,Samsung Galaxy Tab S9,Tablets,0,85,23,649.99,In Stock,999
2024-07-10,ELEC007,AirPods Pro,Audio,15,83,27,249.99,In Stock,5
2024-07-10,ELEC008,Sony WH-1000XM5,Audio,2,77,24,349.99,In Stock,38
2024-07-10,ELEC009,Apple Watch Series 9,Wearables,0,37,27,399.99,In Stock,999
2024-07-10,ELEC010,Samsung Galaxy Watch 6,Wearables,1,69,39,349.99,In Stock,69
2024-07-10,ELEC011,Nintendo Switch OLED,Gaming,0,45,19,349.99,In Stock,999
2024-07-10,ELEC012,PlayStation 5,Gaming,6,49,35,499.99,In Stock,8
2024-07-10,ELEC013,Canon EOS R7,Cameras,1,51,15,1499.99,In Stock,51
2024-07-10,ELEC014,DJI Mini 3 Pro,Drones,2,67,23,759.99,In Stock,33
2024-07-10,ELEC015,Ring Video Doorbell,Smart Home,1,0,19,99.99,Low Stock,0
2024-07-11,ELEC001,iPhone 15 Pro,Smartphones,3,41,15,999.99,In Stock,13
2024-07-11,ELEC002,Samsung Galaxy S24,Smartphones,3,50,24,899.99,In Stock,16
2024-07-11,ELEC003,MacBook Air M2,Laptops,1,84,32,1199.99,In Stock,84
2024-07-11,ELEC004,Dell XPS 13,Laptops,1,60,15,999.99,In Stock,60
2024-07-11,ELEC005,iPad Air,Tablets,4,73,27,599.99,In Stock,18
2024-07-11,ELEC006,Samsung Galaxy Tab S9,Tablets,2,83,23,649.99,In Stock,41
2024-07-11,ELEC007,AirPods Pro,Audio,0,83,27,249.99,In Stock,999
2024-07-11,ELEC008,Sony WH-1000XM5,Audio,2,75,24,349.99,In Stock,37
2024-07-11,ELEC009,Apple Watch Series 9,Wearables,2,35,27,399.99,In Stock,17
2024-07-11,ELEC010,Samsung Galaxy Watch 6,Wearables,4,65,39,349.99,In Stock,16
2024-07-11,ELEC011,Nintendo Switch OLED,Gaming,12,33,19,349.99,In Stock,2
2024-07-11,ELEC012,PlayStation 5,Gaming,8,41,35,499.99,In Stock,5
2024-07-11,ELEC013,Canon EOS R7,Cameras,1,50,15,1499.99,In Stock,50
2024-07-11,ELEC014,DJI Mini 3 Pro,Drones,2,65,23,759.99,In Stock,32
2024-07-11,ELEC015,Ring Video Doorbell,Smart Home,4,0,19,99.99,Low Stock,0
2024-07-12,ELEC001,iPhone 15 Pro,Smartphones,1,40,15,999.99,In Stock,40
2024-07-12,ELEC002,Samsung Galaxy S24,Smartphones,1,49,24,899.99,In Stock,49
2024-07-12,ELEC003,MacBook Air M2,Laptops,1,83,32,1199.99,In Stock,83
2024-07-12,ELEC004,Dell XPS 13,Laptops,1,59,15,999.99,In Stock,59
2024-07-12,ELEC005,iPad Air,Tablets,2,71,27,599.99,In Stock,35
2024-07-12,ELEC006,Samsung Galaxy Tab S9,Tablets,0,83,23,649.99,In Stock,999
2024-07-12,ELEC007,AirPods Pro,Audio,4,79,27,249.99,In Stock,19
2024-07-12,ELEC008,Sony WH-1000XM5,Audio,2,73,24,349.99,In Stock,36
2024-07-12,ELEC009,Apple Watch Series 9,Wearables,3,32,27,399.99,In Stock,10
2024-07-12,ELEC010,Samsung Galaxy Watch 6,Wearables,4,61,39,349.99,In Stock,15
2024-07-12,ELEC011,Nintendo Switch OLED,Gaming,9,24,19,349.99,In Stock,2
2024-07-12,ELEC012,PlayStation 5,Gaming,7,34,35,499.99,Low Stock,4
2024-07-12,ELEC013,Canon EOS R7,Cameras,1,49,15,1499.99,In Stock,49
2024-07-12,ELEC014,DJI Mini 3 Pro,Drones,0,65,23,759.99,In Stock,999
